,lat,lon,,
1945,25.91623116,62.5,,
1946,26.85863876,117.5,,
1947,26.85863876,115,,
1948,26.85863876,116.25,,
1949,26.85863876,31.25,,
1950,26.85863876,33.75,,
1951,26.85863876,15,,
1952,26.85863876,50,,
1953,26.85863876,118.75,,
1954,26.85863876,120,,
1955,26.85863876,121.25,,
1956,26.85863876,113.75,,
1957,26.85863876,107.5,,
1958,26.85863876,108.75,,
1959,26.85863876,110,,
1960,26.85863876,111.25,,
1961,26.85863876,112.5,,
1962,26.85863876,106.25,,
1963,26.85863876,280,,
1964,26.85863876,105,,
1965,26.85863876,278.75,,
1966,26.85863876,102.5,,
1967,26.85863876,103.75,,
1968,26.85863876,101.25,,
1969,26.85863876,95,,
1970,26.85863876,80,,
1971,26.85863876,81.25,,
1972,26.85863876,77.5,,
1973,26.85863876,277.5,,
1974,26.85863876,78.75,,
1975,26.85863876,76.25,,
1976,26.85863876,346.25,,
1977,26.85863876,75,,
1978,26.85863876,53.75,,
1979,26.85863876,73.75,,
1980,26.85863876,82.5,,
1981,26.85863876,83.75,,
1982,26.85863876,258.75,,
1983,26.85863876,72.5,,
1984,26.85863876,85,,
1985,26.85863876,93.75,,
1986,26.85863876,86.25,,
1987,26.85863876,71.25,,
1988,26.85863876,92.5,,
1989,26.85863876,87.5,,
1990,26.85863876,91.25,,
1991,26.85863876,68.75,,
1992,26.85863876,88.75,,
1993,26.85863876,90,,
1994,26.85863876,57.5,,
1995,26.85863876,250,,
1996,26.85863876,253.75,,
1997,26.85863876,55,,
1998,26.85863876,56.25,,
1999,26.85863876,67.5,,
2000,26.85863876,61.25,,
2001,26.85863876,52.5,,
2002,27.80104637,117.5,,
2003,27.80104637,115,,
2004,27.80104637,116.25,,
2005,27.80104637,31.25,,
2006,27.80104637,33.75,,
2007,27.80104637,41.25,,
2008,27.80104637,118.75,,
2009,27.80104637,120,,
2010,27.80104637,121.25,,
2011,27.80104637,113.75,,
2012,27.80104637,107.5,,
2013,27.80104637,108.75,,
2014,27.80104637,110,,
2015,27.80104637,111.25,,
2016,27.80104637,112.5,,
2017,27.80104637,106.25,,
2018,27.80104637,280,,
2019,27.80104637,105,,
2020,27.80104637,278.75,,
2021,27.80104637,102.5,,
2022,27.80104637,103.75,,
2023,27.80104637,96.25,,
2024,27.80104637,0,,
2025,27.80104637,95,,
2026,27.80104637,80,,
2027,27.80104637,81.25,,
2028,27.80104637,77.5,,
2029,27.80104637,277.5,,
2030,27.80104637,78.75,,
2031,27.80104637,76.25,,
2032,27.80104637,75,,
2033,27.80104637,53.75,,
2034,27.80104637,73.75,,
2035,27.80104637,262.5,,
2036,27.80104637,82.5,,
2037,27.80104637,260,,
2038,27.80104637,83.75,,
2039,27.80104637,258.75,,
2040,27.80104637,72.5,,
2041,27.80104637,85,,
2042,27.80104637,93.75,,
2043,27.80104637,255,,
2044,27.80104637,70,,
2045,27.80104637,68.75,,
2046,27.80104637,57.5,,
2047,27.80104637,250,,
2048,27.80104637,67.5,,
2049,27.80104637,66.25,,
2050,27.80104637,62.5,,
2051,27.80104637,52.5,,
2052,27.80104637,248.75,,
2053,28.74345589,117.5,,
2054,28.74345589,115,,
2055,28.74345589,116.25,,
2056,28.74345589,31.25,,
2057,28.74345589,32.5,,
2058,28.74345589,47.5,,
2059,28.74345589,48.75,,
2060,28.74345589,46.25,,
2061,28.74345589,36.25,,
2062,28.74345589,118.75,,
2063,28.74345589,120,,
2064,28.74345589,121.25,,
2065,28.74345589,113.75,,
2066,28.74345589,122.5,,
2067,28.74345589,107.5,,
2068,28.74345589,108.75,,
2069,28.74345589,110,,
2070,28.74345589,111.25,,
2071,28.74345589,112.5,,
2072,28.74345589,106.25,,
2073,28.74345589,280,,
2074,28.74345589,105,,
2075,28.74345589,278.75,,
2076,28.74345589,103.75,,
2077,28.74345589,80,,
2078,28.74345589,81.25,,
2079,28.74345589,348.75,,
2080,28.74345589,350,,
2081,28.74345589,77.5,,
2082,28.74345589,277.5,,
2083,28.74345589,78.75,,
2084,28.74345589,76.25,,
2085,28.74345589,75,,
2086,28.74345589,53.75,,
2087,28.74345589,73.75,,
2088,28.74345589,260,,
2089,28.74345589,265,,
2090,28.74345589,258.75,,
2091,28.74345589,72.5,,
2092,28.74345589,71.25,,
2093,28.74345589,70,,
2094,28.74345589,58.75,,
2095,28.74345589,68.75,,
2096,28.74345589,57.5,,
2097,28.74345589,253.75,,
2098,28.74345589,55,,
2099,28.74345589,67.5,,
2100,28.74345589,252.5,,
2101,28.74345589,65,,
2102,28.74345589,248.75,,
2103,29.68586349,117.5,,
2104,29.68586349,115,,
2105,29.68586349,116.25,,
2106,29.68586349,30,,
2107,29.68586349,31.25,,
2108,29.68586349,32.5,,
2109,29.68586349,35,,
2110,29.68586349,47.5,,
2111,29.68586349,50,,
2112,29.68586349,40,,
2113,29.68586349,118.75,,
2114,29.68586349,120,,
2115,29.68586349,121.25,,
2116,29.68586349,113.75,,
2117,29.68586349,122.5,,
2118,29.68586349,107.5,,
2119,29.68586349,108.75,,
2120,29.68586349,110,,
2121,29.68586349,111.25,,
2122,29.68586349,112.5,,
2123,29.68586349,106.25,,
2124,29.68586349,105,,
2125,29.68586349,278.75,,
2126,29.68586349,102.5,,
2127,29.68586349,103.75,,
2128,29.68586349,270,,
2129,29.68586349,80,,
2130,29.68586349,350,,
2131,29.68586349,77.5,,
2132,29.68586349,277.5,,
2133,29.68586349,78.75,,
2134,29.68586349,76.25,,
2135,29.68586349,75,,
2136,29.68586349,273.75,,
2137,29.68586349,268.75,,
2138,29.68586349,73.75,,
2139,29.68586349,262.5,,
2140,29.68586349,263.75,,
2141,29.68586349,266.25,,
2142,29.68586349,261.25,,
2143,29.68586349,265,,
2144,29.68586349,258.75,,
2145,29.68586349,72.5,,
2146,29.68586349,71.25,,
2147,29.68586349,70,,
2148,29.68586349,56.25,,
2149,29.68586349,67.5,,
2150,29.68586349,51.25,,
2151,29.68586349,61.25,,
2152,29.68586349,66.25,,
2153,29.68586349,52.5,,
2154,30.62827301,117.5,,
2155,30.62827301,20,,
2156,30.62827301,115,,
2157,30.62827301,116.25,,
2158,30.62827301,30,,
2159,30.62827301,31.25,,
2160,30.62827301,32.5,,
2161,30.62827301,35,,
2162,30.62827301,47.5,,
2163,30.62827301,48.75,,
2164,30.62827301,46.25,,
2165,30.62827301,50,,
2166,30.62827301,16.25,,
2167,30.62827301,36.25,,
2168,30.62827301,41.25,,
2169,30.62827301,118.75,,
2170,30.62827301,120,,
2171,30.62827301,121.25,,
2172,30.62827301,113.75,,
2173,30.62827301,122.5,,
2174,30.62827301,107.5,,
2175,30.62827301,108.75,,
2176,30.62827301,110,,
2177,30.62827301,111.25,,
2178,30.62827301,112.5,,
2179,30.62827301,106.25,,
2180,30.62827301,105,,
2181,30.62827301,278.75,,
2182,30.62827301,103.75,,
2183,30.62827301,270,,
2184,30.62827301,352.5,,
2185,30.62827301,353.75,,
2186,30.62827301,350,,
2187,30.62827301,351.25,,
2188,30.62827301,77.5,,
2189,30.62827301,276.25,,
2190,30.62827301,76.25,,
2191,30.62827301,75,,
2192,30.62827301,273.75,,
2193,30.62827301,272.5,,
2194,30.62827301,268.75,,
2195,30.62827301,271.25,,
2196,30.62827301,73.75,,
2197,30.62827301,267.5,,
2198,30.62827301,262.5,,
2199,30.62827301,263.75,,
2200,30.62827301,266.25,,
2201,30.62827301,265,,
2202,30.62827301,72.5,,
2203,30.62827301,71.25,,
2204,30.62827301,68.75,,
2205,30.62827301,57.5,,
2206,30.62827301,56.25,,
2207,30.62827301,67.5,,
2208,30.62827301,252.5,,
2209,30.62827301,51.25,,
2210,30.62827301,61.25,,
2211,30.62827301,66.25,,
2212,30.62827301,52.5,,
2213,30.62827301,247.5,,
2214,31.57068062,117.5,,
2215,31.57068062,20,,
2216,31.57068062,27.5,,
2217,31.57068062,115,,
2218,31.57068062,116.25,,
2219,31.57068062,30,,
2220,31.57068062,31.25,,
2221,31.57068062,32.5,,
2222,31.57068062,33.75,,
2223,31.57068062,35,,
2224,31.57068062,47.5,,
2225,31.57068062,43.75,,
2226,31.57068062,13.75,,
2227,31.57068062,48.75,,
2228,31.57068062,46.25,,
2229,31.57068062,50,,
2230,31.57068062,16.25,,
2231,31.57068062,36.25,,
2232,31.57068062,131.25,,
2233,31.57068062,118.75,,
2234,31.57068062,120,,
2235,31.57068062,121.25,,
2236,31.57068062,113.75,,
2237,31.57068062,107.5,,
2238,31.57068062,108.75,,
2239,31.57068062,110,,
2240,31.57068062,111.25,,
2241,31.57068062,112.5,,
2242,31.57068062,37.5,,
2243,31.57068062,106.25,,
2244,31.57068062,105,,
2245,31.57068062,278.75,,
2246,31.57068062,103.75,,
2247,31.57068062,130,,
2248,31.57068062,45,,
2249,31.57068062,352.5,,
2250,31.57068062,5,,
2251,31.57068062,353.75,,
2252,31.57068062,355,,
2253,31.57068062,356.25,,
2254,31.57068062,357.5,,
2255,31.57068062,350,,
2256,31.57068062,351.25,,
2257,31.57068062,276.25,,
2258,31.57068062,76.25,,
2259,31.57068062,75,,
2260,31.57068062,53.75,,
2261,31.57068062,73.75,,
2262,31.57068062,262.5,,
2263,31.57068062,260,,
2264,31.57068062,72.5,,
2265,31.57068062,257.5,,
2266,31.57068062,71.25,,
2267,31.57068062,70,,
2268,31.57068062,250,,
2269,31.57068062,253.75,,
2270,31.57068062,55,,
2271,31.57068062,51.25,,
2272,31.57068062,63.75,,
2273,31.57068062,65,,
2274,31.57068062,66.25,,
2275,31.57068062,52.5,,
2276,31.57068062,248.75,,
2277,31.57068062,243.75,,
2278,31.57068062,246.25,,
2279,32.51308823,117.5,,
2280,32.51308823,22.5,,
2281,32.51308823,23.75,,
2282,32.51308823,20,,
2283,32.51308823,115,,
2284,32.51308823,116.25,,
2285,32.51308823,21.25,,
2286,32.51308823,35,,
2287,32.51308823,15,,
2288,32.51308823,43.75,,
2289,32.51308823,13.75,,
2290,32.51308823,48.75,,
2291,32.51308823,46.25,,
2292,32.51308823,50,,
2293,32.51308823,36.25,,
2294,32.51308823,131.25,,
2295,32.51308823,118.75,,
2296,32.51308823,120,,
2297,32.51308823,121.25,,
2298,32.51308823,113.75,,
2299,32.51308823,107.5,,
2300,32.51308823,108.75,,
2301,32.51308823,110,,
2302,32.51308823,111.25,,
2303,32.51308823,112.5,,
2304,32.51308823,106.25,,
2305,32.51308823,280,,
2306,32.51308823,12.5,,
2307,32.51308823,105,,
2308,32.51308823,278.75,,
2309,32.51308823,130,,
2310,32.51308823,270,,
2311,32.51308823,45,,
2312,32.51308823,352.5,,
2313,32.51308823,353.75,,
2314,32.51308823,355,,
2315,32.51308823,3.75,,
2316,32.51308823,351.25,,
2317,32.51308823,276.25,,
2318,32.51308823,76.25,,
2319,32.51308823,275,,
2320,32.51308823,75,,
2321,32.51308823,273.75,,
2322,32.51308823,53.75,,
2323,32.51308823,73.75,,
2324,32.51308823,267.5,,
2325,32.51308823,262.5,,
2326,32.51308823,263.75,,
2327,32.51308823,266.25,,
2328,32.51308823,260,,
2329,32.51308823,265,,
2330,32.51308823,72.5,,
2331,32.51308823,71.25,,
2332,32.51308823,70,,
2333,32.51308823,58.75,,
2334,32.51308823,253.75,,
2335,32.51308823,51.25,,
2336,32.51308823,65,,
2337,32.51308823,66.25,,
2338,32.51308823,248.75,,
2339,32.51308823,243.75,,
2340,32.51308823,132.5,,
2341,32.51308823,242.5,,
2342,32.51308823,245,,
2343,33.45549774,117.5,,
2344,33.45549774,136.25,,
2345,33.45549774,115,,
2346,33.45549774,116.25,,
2347,33.45549774,35,,
2348,33.45549774,47.5,,
2349,33.45549774,43.75,,
2350,33.45549774,48.75,,
2351,33.45549774,46.25,,
2352,33.45549774,50,,
2353,33.45549774,36.25,,
2354,33.45549774,131.25,,
2355,33.45549774,118.75,,
2356,33.45549774,120,,
2357,33.45549774,121.25,,
2358,33.45549774,281.25,,
2359,33.45549774,113.75,,
2360,33.45549774,107.5,,
2361,33.45549774,108.75,,
2362,33.45549774,110,,
2363,33.45549774,111.25,,
2364,33.45549774,112.5,,
2365,33.45549774,106.25,,
2366,33.45549774,280,,
2367,33.45549774,11.25,,
2368,33.45549774,105,,
2369,33.45549774,130,,
2370,33.45549774,8.75,,
2371,33.45549774,133.75,,
2372,33.45549774,10,,
2373,33.45549774,45,,
2374,33.45549774,6.25,,
2375,33.45549774,7.5,,
2376,33.45549774,352.5,,
2377,33.45549774,353.75,,
2378,33.45549774,355,,
2379,33.45549774,2.5,,
2380,33.45549774,351.25,,
2381,33.45549774,277.5,,
2382,33.45549774,276.25,,
2383,33.45549774,275,,
2384,33.45549774,75,,
2385,33.45549774,273.75,,
2386,33.45549774,272.5,,
2387,33.45549774,73.75,,
2388,33.45549774,262.5,,
2389,33.45549774,263.75,,
2390,33.45549774,258.75,,
2391,33.45549774,72.5,,
2392,33.45549774,257.5,,
2393,33.45549774,71.25,,
2394,33.45549774,70,,
2395,33.45549774,68.75,,
2396,33.45549774,248.75,,
2397,33.45549774,247.5,,
2398,33.45549774,243.75,,
2399,33.45549774,132.5,,
2400,33.45549774,242.5,,
2401,33.45549774,135,,
2402,33.45549774,241.25,,
2403,34.39790726,117.5,,
2404,34.39790726,138.75,,
2405,34.39790726,136.25,,
2406,34.39790726,115,,
2407,34.39790726,116.25,,
2408,34.39790726,32.5,,
2409,34.39790726,47.5,,
2410,34.39790726,43.75,,
2411,34.39790726,48.75,,
2412,34.39790726,46.25,,
2413,34.39790726,50,,
2414,34.39790726,36.25,,
2415,34.39790726,41.25,,
2416,34.39790726,283.75,,
2417,34.39790726,131.25,,
2418,34.39790726,282.5,,
2419,34.39790726,118.75,,
2420,34.39790726,120,,
2421,34.39790726,113.75,,
2422,34.39790726,126.25,,
2423,34.39790726,107.5,,
2424,34.39790726,108.75,,
2425,34.39790726,110,,
2426,34.39790726,111.25,,
2427,34.39790726,112.5,,
2428,34.39790726,37.5,,
2429,34.39790726,106.25,,
2430,34.39790726,11.25,,
2431,34.39790726,105,,
2432,34.39790726,278.75,,
2433,34.39790726,127.5,,
2434,34.39790726,128.75,,
2435,34.39790726,8.75,,
2436,34.39790726,42.5,,
2437,34.39790726,133.75,,
2438,34.39790726,10,,
2439,34.39790726,45,,
2440,34.39790726,6.25,,
2441,34.39790726,0,,
2442,34.39790726,5,,
2443,34.39790726,353.75,,
2444,34.39790726,355,,
2445,34.39790726,356.25,,
2446,34.39790726,357.5,,
2447,34.39790726,358.75,,
2448,34.39790726,2.5,,
2449,34.39790726,3.75,,
2450,34.39790726,277.5,,
2451,34.39790726,276.25,,
2452,34.39790726,275,,
2453,34.39790726,273.75,,
2454,34.39790726,272.5,,
2455,34.39790726,73.75,,
2456,34.39790726,267.5,,
2457,34.39790726,261.25,,
2458,34.39790726,72.5,,
2459,34.39790726,71.25,,
2460,34.39790726,70,,
2461,34.39790726,58.75,,
2462,34.39790726,51.25,,
2463,34.39790726,61.25,,
2464,34.39790726,62.5,,
2465,34.39790726,247.5,,
2466,34.39790726,132.5,,
2467,34.39790726,242.5,,
2468,34.39790726,135,,
2469,34.39790726,241.25,,
2470,34.39790726,137.5,,
2471,34.39790726,240,,
2472,35.34031296,117.5,,
2473,35.34031296,138.75,,
2474,35.34031296,25,,
2475,35.34031296,136.25,,
2476,35.34031296,26.25,,
2477,35.34031296,115,,
2478,35.34031296,116.25,,
2479,35.34031296,32.5,,
2480,35.34031296,33.75,,
2481,35.34031296,47.5,,
2482,35.34031296,43.75,,
2483,35.34031296,48.75,,
2484,35.34031296,46.25,,
2485,35.34031296,50,,
2486,35.34031296,36.25,,
2487,35.34031296,40,,
2488,35.34031296,282.5,,
2489,35.34031296,118.75,,
2490,35.34031296,120,,
2491,35.34031296,281.25,,
2492,35.34031296,113.75,,
2493,35.34031296,126.25,,
2494,35.34031296,140,,
2495,35.34031296,107.5,,
2496,35.34031296,108.75,,
2497,35.34031296,110,,
2498,35.34031296,111.25,,
2499,35.34031296,112.5,,
2500,35.34031296,37.5,,
2501,35.34031296,106.25,,
2502,35.34031296,280,,
2503,35.34031296,11.25,,
2504,35.34031296,105,,
2505,35.34031296,278.75,,
2506,35.34031296,103.75,,
2507,35.34031296,127.5,,
2508,35.34031296,128.75,,
2509,35.34031296,8.75,,
2510,35.34031296,133.75,,
2511,35.34031296,270,,
2512,35.34031296,10,,
2513,35.34031296,45,,
2514,35.34031296,6.25,,
2515,35.34031296,7.5,,
2516,35.34031296,0,,
2517,35.34031296,5,,
2518,35.34031296,353.75,,
2519,35.34031296,355,,
2520,35.34031296,356.25,,
2521,35.34031296,357.5,,
2522,35.34031296,358.75,,
2523,35.34031296,1.25,,
2524,35.34031296,2.5,,
2525,35.34031296,3.75,,
2526,35.34031296,277.5,,
2527,35.34031296,275,,
2528,35.34031296,53.75,,
2529,35.34031296,267.5,,
2530,35.34031296,262.5,,
2531,35.34031296,265,,
2532,35.34031296,258.75,,
2533,35.34031296,257.5,,
2534,35.34031296,58.75,,
2535,35.34031296,253.75,,
2536,35.34031296,51.25,,
2537,35.34031296,63.75,,
2538,35.34031296,132.5,,
2539,35.34031296,135,,
2540,35.34031296,241.25,,
2541,35.34031296,137.5,,
2542,35.34031296,240,,
2543,35.34031296,238.75,,
2544,36.28272247,141.25,,
2545,36.28272247,117.5,,
2546,36.28272247,138.75,,
2547,36.28272247,136.25,,
2548,36.28272247,27.5,,
2549,36.28272247,115,,
2550,36.28272247,116.25,,
2551,36.28272247,28.75,,
2552,36.28272247,30,,
2553,36.28272247,32.5,,
2554,36.28272247,33.75,,
2555,36.28272247,35,,
2556,36.28272247,47.5,,
2557,36.28272247,43.75,,
2558,36.28272247,48.75,,
2559,36.28272247,46.25,,
2560,36.28272247,50,,
2561,36.28272247,36.25,,
2562,36.28272247,38.75,,
2563,36.28272247,41.25,,
2564,36.28272247,283.75,,
2565,36.28272247,118.75,,
2566,36.28272247,120,,
2567,36.28272247,121.25,,
2568,36.28272247,281.25,,
2569,36.28272247,113.75,,
2570,36.28272247,126.25,,
2571,36.28272247,140,,
2572,36.28272247,107.5,,
2573,36.28272247,108.75,,
2574,36.28272247,110,,
2575,36.28272247,111.25,,
2576,36.28272247,112.5,,
2577,36.28272247,37.5,,
2578,36.28272247,106.25,,
2579,36.28272247,280,,
2580,36.28272247,11.25,,
2581,36.28272247,105,,
2582,36.28272247,102.5,,
2583,36.28272247,103.75,,
2584,36.28272247,127.5,,
2585,36.28272247,128.75,,
2586,36.28272247,130,,
2587,36.28272247,8.75,,
2588,36.28272247,42.5,,
2589,36.28272247,10,,
2590,36.28272247,45,,
2591,36.28272247,6.25,,
2592,36.28272247,7.5,,
2593,36.28272247,0,,
2594,36.28272247,5,,
2595,36.28272247,353.75,,
2596,36.28272247,355,,
2597,36.28272247,356.25,,
2598,36.28272247,357.5,,
2599,36.28272247,1.25,,
2600,36.28272247,2.5,,
2601,36.28272247,3.75,,
2602,36.28272247,277.5,,
2603,36.28272247,276.25,,
2604,36.28272247,273.75,,
2605,36.28272247,53.75,,
2606,36.28272247,272.5,,
2607,36.28272247,262.5,,
2608,36.28272247,263.75,,
2609,36.28272247,266.25,,
2610,36.28272247,70,,
2611,36.28272247,58.75,,
2612,36.28272247,60,,
2613,36.28272247,68.75,,
2614,36.28272247,57.5,,
2615,36.28272247,55,,
2616,36.28272247,67.5,,
2617,36.28272247,51.25,,
2618,36.28272247,65,,
2619,36.28272247,66.25,,
2620,36.28272247,62.5,,
2621,36.28272247,52.5,,
2622,36.28272247,245,,
2623,36.28272247,241.25,,
2624,36.28272247,137.5,,
2625,36.28272247,240,,
2626,36.28272247,238.75,,
2627,37.22513199,141.25,,
2628,37.22513199,117.5,,
2629,37.22513199,138.75,,
2630,37.22513199,22.5,,
2631,37.22513199,23.75,,
2632,37.22513199,27.5,,
2633,37.22513199,115,,
2634,37.22513199,116.25,,
2635,37.22513199,28.75,,
2636,37.22513199,30,,
2637,37.22513199,31.25,,
2638,37.22513199,21.25,,
2639,37.22513199,32.5,,
2640,37.22513199,33.75,,
2641,37.22513199,35,,
2642,37.22513199,47.5,,
2643,37.22513199,15,,
2644,37.22513199,13.75,,
2645,37.22513199,48.75,,
2646,37.22513199,46.25,,
2647,37.22513199,50,,
2648,37.22513199,36.25,,
2649,37.22513199,38.75,,
2650,37.22513199,40,,
2651,37.22513199,41.25,,
2652,37.22513199,283.75,,
2653,37.22513199,282.5,,
2654,37.22513199,118.75,,
2655,37.22513199,120,,
2656,37.22513199,121.25,,
2657,37.22513199,113.75,,
2658,37.22513199,126.25,,
2659,37.22513199,140,,
2660,37.22513199,107.5,,
2661,37.22513199,108.75,,
2662,37.22513199,110,,
2663,37.22513199,111.25,,
2664,37.22513199,112.5,,
2665,37.22513199,37.5,,
2666,37.22513199,106.25,,
2667,37.22513199,280,,
2668,37.22513199,11.25,,
2669,37.22513199,105,,
2670,37.22513199,103.75,,
2671,37.22513199,127.5,,
2672,37.22513199,128.75,,
2673,37.22513199,130,,
2674,37.22513199,8.75,,
2675,37.22513199,42.5,,
2676,37.22513199,10,,
2677,37.22513199,45,,
2678,37.22513199,6.25,,
2679,37.22513199,7.5,,
2680,37.22513199,352.5,,
2681,37.22513199,5,,
2682,37.22513199,353.75,,
2683,37.22513199,355,,
2684,37.22513199,356.25,,
2685,37.22513199,357.5,,
2686,37.22513199,358.75,,
2687,37.22513199,2.5,,
2688,37.22513199,3.75,,
2689,37.22513199,80,,
2690,37.22513199,81.25,,
2691,37.22513199,351.25,,
2692,37.22513199,273.75,,
2693,37.22513199,53.75,,
2694,37.22513199,262.5,,
2695,37.22513199,266.25,,
2696,37.22513199,70,,
2697,37.22513199,58.75,,
2698,37.22513199,60,,
2699,37.22513199,68.75,,
2700,37.22513199,57.5,,
2701,37.22513199,55,,
2702,37.22513199,67.5,,
2703,37.22513199,51.25,,
2704,37.22513199,61.25,,
2705,37.22513199,65,,
2706,37.22513199,66.25,,
2707,37.22513199,62.5,,
2708,37.22513199,52.5,,
2709,37.22513199,246.25,,
2710,37.22513199,137.5,,
2711,37.22513199,240,,
2712,37.22513199,238.75,,
2713,37.22513199,237.5,,
2714,38.16753769,141.25,,
2715,38.16753769,117.5,,
2716,38.16753769,138.75,,
2717,38.16753769,22.5,,
2718,38.16753769,23.75,,
2719,38.16753769,26.25,,
2720,38.16753769,27.5,,
2721,38.16753769,115,,
2722,38.16753769,116.25,,
2723,38.16753769,28.75,,
2724,38.16753769,30,,
2725,38.16753769,31.25,,
2726,38.16753769,21.25,,
2727,38.16753769,32.5,,
2728,38.16753769,33.75,,
2729,38.16753769,35,,
2730,38.16753769,47.5,,
2731,38.16753769,15,,
2732,38.16753769,43.75,,
2733,38.16753769,13.75,,
2734,38.16753769,48.75,,
2735,38.16753769,46.25,,
2736,38.16753769,16.25,,
2737,38.16753769,36.25,,
2738,38.16753769,38.75,,
2739,38.16753769,40,,
2740,38.16753769,41.25,,
2741,38.16753769,282.5,,
2742,38.16753769,285,,
2743,38.16753769,118.75,,
2744,38.16753769,121.25,,
2745,38.16753769,125,,
2746,38.16753769,281.25,,
2747,38.16753769,113.75,,
2748,38.16753769,126.25,,
2749,38.16753769,140,,
2750,38.16753769,108.75,,
2751,38.16753769,110,,
2752,38.16753769,111.25,,
2753,38.16753769,112.5,,
2754,38.16753769,37.5,,
2755,38.16753769,106.25,,
2756,38.16753769,278.75,,
2757,38.16753769,102.5,,
2758,38.16753769,127.5,,
2759,38.16753769,128.75,,
2760,38.16753769,42.5,,
2761,38.16753769,270,,
2762,38.16753769,45,,
2763,38.16753769,352.5,,
2764,38.16753769,0,,
2765,38.16753769,355,,
2766,38.16753769,356.25,,
2767,38.16753769,358.75,,
2768,38.16753769,351.25,,
2769,38.16753769,77.5,,
2770,38.16753769,277.5,,
2771,38.16753769,276.25,,
2772,38.16753769,275,,
2773,38.16753769,273.75,,
2774,38.16753769,272.5,,
2775,38.16753769,271.25,,
2776,38.16753769,262.5,,
2777,38.16753769,255,,
2778,38.16753769,70,,
2779,38.16753769,58.75,,
2780,38.16753769,68.75,,
2781,38.16753769,57.5,,
2782,38.16753769,67.5,,
2783,38.16753769,65,,
2784,38.16753769,66.25,,
2785,38.16753769,238.75,,
2786,38.16753769,237.5,,
2787,39.1099472,286.25,,
2788,39.1099472,141.25,,
2789,39.1099472,142.5,,
2790,39.1099472,117.5,,
2791,39.1099472,22.5,,
2792,39.1099472,20,,
2793,39.1099472,26.25,,
2794,39.1099472,27.5,,
2795,39.1099472,115,,
2796,39.1099472,116.25,,
2797,39.1099472,28.75,,
2798,39.1099472,30,,
2799,39.1099472,31.25,,
2800,39.1099472,21.25,,
2801,39.1099472,32.5,,
2802,39.1099472,33.75,,
2803,39.1099472,35,,
2804,39.1099472,43.75,,
2805,39.1099472,17.5,,
2806,39.1099472,48.75,,
2807,39.1099472,46.25,,
2808,39.1099472,16.25,,
2809,39.1099472,36.25,,
2810,39.1099472,38.75,,
2811,39.1099472,40,,
2812,39.1099472,41.25,,
2813,39.1099472,283.75,,
2814,39.1099472,282.5,,
2815,39.1099472,285,,
2816,39.1099472,118.75,,
2817,39.1099472,121.25,,
2818,39.1099472,125,,
2819,39.1099472,281.25,,
2820,39.1099472,113.75,,
2821,39.1099472,122.5,,
2822,39.1099472,126.25,,
2823,39.1099472,140,,
2824,39.1099472,107.5,,
2825,39.1099472,110,,
2826,39.1099472,111.25,,
2827,39.1099472,112.5,,
2828,39.1099472,106.25,,
2829,39.1099472,280,,
2830,39.1099472,278.75,,
2831,39.1099472,127.5,,
2832,39.1099472,128.75,,
2833,39.1099472,8.75,,
2834,39.1099472,42.5,,
2835,39.1099472,100,,
2836,39.1099472,270,,
2837,39.1099472,45,,
2838,39.1099472,352.5,,
2839,39.1099472,0,,
2840,39.1099472,353.75,,
2841,39.1099472,356.25,,
2842,39.1099472,357.5,,
2843,39.1099472,358.75,,
2844,39.1099472,351.25,,
2845,39.1099472,77.5,,
2846,39.1099472,276.25,,
2847,39.1099472,76.25,,
2848,39.1099472,275,,
2849,39.1099472,273.75,,
2850,39.1099472,53.75,,
2851,39.1099472,272.5,,
2852,39.1099472,268.75,,
2853,39.1099472,271.25,,
2854,39.1099472,267.5,,
2855,39.1099472,262.5,,
2856,39.1099472,263.75,,
2857,39.1099472,266.25,,
2858,39.1099472,265,,
2859,39.1099472,255,,
2860,39.1099472,55,,
2861,39.1099472,56.25,,
2862,39.1099472,67.5,,
2863,39.1099472,63.75,,
2864,39.1099472,65,,
2865,39.1099472,66.25,,
2866,39.1099472,251.25,,
2867,39.1099472,240,,
2868,39.1099472,238.75,,
2869,39.1099472,236.25,,
2870,40.05235672,286.25,,
2871,40.05235672,141.25,,
2872,40.05235672,142.5,,
2873,40.05235672,117.5,,
2874,40.05235672,22.5,,
2875,40.05235672,23.75,,
2876,40.05235672,20,,
2877,40.05235672,26.25,,
2878,40.05235672,27.5,,
2879,40.05235672,115,,
2880,40.05235672,116.25,,
2881,40.05235672,28.75,,
2882,40.05235672,30,,
2883,40.05235672,21.25,,
2884,40.05235672,32.5,,
2885,40.05235672,33.75,,
2886,40.05235672,35,,
2887,40.05235672,47.5,,
2888,40.05235672,15,,
2889,40.05235672,43.75,,
2890,40.05235672,17.5,,
2891,40.05235672,48.75,,
2892,40.05235672,46.25,,
2893,40.05235672,50,,
2894,40.05235672,16.25,,
2895,40.05235672,36.25,,
2896,40.05235672,40,,
2897,40.05235672,41.25,,
2898,40.05235672,283.75,,
2899,40.05235672,282.5,,
2900,40.05235672,285,,
2901,40.05235672,118.75,,
2902,40.05235672,120,,
2903,40.05235672,121.25,,
2904,40.05235672,123.75,,
2905,40.05235672,125,,
2906,40.05235672,281.25,,
2907,40.05235672,113.75,,
2908,40.05235672,122.5,,
2909,40.05235672,126.25,,
