,lat,lon,,
977,7.068062782,355,,
978,7.068062782,356.25,,
979,7.068062782,357.5,,
980,7.068062782,358.75,,
981,7.068062782,1.25,,
982,7.068062782,2.5,,
983,7.068062782,3.75,,
984,7.068062782,80,,
985,7.068062782,81.25,,
986,7.068062782,350,,
987,7.068062782,351.25,,
988,8.010471344,292.5,,
989,8.010471344,288.75,,
990,8.010471344,287.5,,
991,8.010471344,286.25,,
992,8.010471344,297.5,,
993,8.010471344,296.25,,
994,8.010471344,27.5,,
995,8.010471344,28.75,,
996,8.010471344,35,,
997,8.010471344,17.5,,
998,8.010471344,36.25,,
999,8.010471344,38.75,,
1000,8.010471344,40,,
1001,8.010471344,283.75,,
1002,8.010471344,285,,
1003,8.010471344,123.75,,
1004,8.010471344,125,,
1005,8.010471344,122.5,,
1006,8.010471344,126.25,,
1007,8.010471344,37.5,,
1008,8.010471344,280,,
1009,8.010471344,278.75,,
1010,8.010471344,8.75,,
1011,8.010471344,100,,
1012,8.010471344,10,,
1013,8.010471344,98.75,,
1014,8.010471344,6.25,,
1015,8.010471344,7.5,,
1016,8.010471344,0,,
1017,8.010471344,5,,
1018,8.010471344,353.75,,
1019,8.010471344,355,,
1020,8.010471344,357.5,,
1021,8.010471344,358.75,,
1022,8.010471344,1.25,,
1023,8.010471344,2.5,,
1024,8.010471344,3.75,,
1025,8.010471344,80,,
1026,8.010471344,81.25,,
1027,8.010471344,348.75,,
1028,8.010471344,351.25,,
1029,8.010471344,77.5,,
1030,8.010471344,277.5,,
1031,8.010471344,347.5,,
1032,8.952879906,291.25,,
1033,8.952879906,292.5,,
1034,8.952879906,288.75,,
1035,8.952879906,287.5,,
1036,8.952879906,295,,
1037,8.952879906,286.25,,
1038,8.952879906,296.25,,
1039,8.952879906,27.5,,
1040,8.952879906,293.75,,
1041,8.952879906,28.75,,
1042,8.952879906,290,,
1043,8.952879906,35,,
1044,8.952879906,15,,
1045,8.952879906,13.75,,
1046,8.952879906,17.5,,
1047,8.952879906,16.25,,
1048,8.952879906,36.25,,
1049,8.952879906,38.75,,
1050,8.952879906,40,,
1051,8.952879906,41.25,,
1052,8.952879906,283.75,,
1053,8.952879906,285,,
1054,8.952879906,123.75,,
1055,8.952879906,125,,
1056,8.952879906,126.25,,
1057,8.952879906,37.5,,
1058,8.952879906,106.25,,
1059,8.952879906,280,,
1060,8.952879906,12.5,,
1061,8.952879906,11.25,,
1062,8.952879906,105,,
1063,8.952879906,8.75,,
1064,8.952879906,42.5,,
1065,8.952879906,100,,
1066,8.952879906,10,,
1067,8.952879906,98.75,,
1068,8.952879906,6.25,,
1069,8.952879906,7.5,,
1070,8.952879906,5,,
1071,8.952879906,358.75,,
1072,8.952879906,1.25,,
1073,8.952879906,2.5,,
1074,8.952879906,3.75,,
1075,8.952879906,80,,
1076,8.952879906,81.25,,
1077,8.952879906,348.75,,
1078,8.952879906,350,,
1079,8.952879906,77.5,,
1080,8.952879906,277.5,,
1081,8.952879906,347.5,,
1082,8.952879906,78.75,,
1083,8.952879906,276.25,,
1084,9.895287514,291.25,,
1085,9.895287514,292.5,,
1086,9.895287514,288.75,,
1087,9.895287514,287.5,,
1088,9.895287514,295,,
1089,9.895287514,286.25,,
1090,9.895287514,297.5,,
1091,9.895287514,298.75,,
1092,9.895287514,296.25,,
1093,9.895287514,293.75,,
1094,9.895287514,31.25,,
1095,9.895287514,290,,
1096,9.895287514,35,,
1097,9.895287514,15,,
1098,9.895287514,43.75,,
1099,9.895287514,13.75,,
1100,9.895287514,38.75,,
1101,9.895287514,40,,
1102,9.895287514,285,,
1103,9.895287514,123.75,,
1104,9.895287514,125,,
1105,9.895287514,122.5,,
1106,9.895287514,126.25,,
1107,9.895287514,107.5,,
1108,9.895287514,37.5,,
1109,9.895287514,106.25,,
1110,9.895287514,12.5,,
1111,9.895287514,11.25,,
1112,9.895287514,105,,
1113,9.895287514,103.75,,
1114,9.895287514,8.75,,
1115,9.895287514,42.5,,
1116,9.895287514,100,,
1117,9.895287514,10,,
1118,9.895287514,98.75,,
1119,9.895287514,6.25,,
1120,9.895287514,7.5,,
1121,9.895287514,0,,
1122,9.895287514,5,,
1123,9.895287514,353.75,,
1124,9.895287514,355,,
1125,9.895287514,358.75,,
1126,9.895287514,1.25,,
1127,9.895287514,77.5,,
1128,9.895287514,277.5,,
1129,9.895287514,78.75,,
1130,9.895287514,276.25,,
1131,9.895287514,76.25,,
1132,9.895287514,275,,
1133,9.895287514,346.25,,
1134,10.83769608,291.25,,
1135,10.83769608,292.5,,
1136,10.83769608,288.75,,
1137,10.83769608,287.5,,
1138,10.83769608,286.25,,
1139,10.83769608,297.5,,
1140,10.83769608,296.25,,
1141,10.83769608,27.5,,
1142,10.83769608,293.75,,
1143,10.83769608,30,,
1144,10.83769608,15,,
1145,10.83769608,13.75,,
1146,10.83769608,36.25,,
1147,10.83769608,38.75,,
1148,10.83769608,40,,
1149,10.83769608,285,,
1150,10.83769608,123.75,,
1151,10.83769608,125,,
1152,10.83769608,122.5,,
1153,10.83769608,107.5,,
1154,10.83769608,108.75,,
1155,10.83769608,37.5,,
1156,10.83769608,106.25,,
1157,10.83769608,12.5,,
1158,10.83769608,11.25,,
1159,10.83769608,105,,
1160,10.83769608,103.75,,
1161,10.83769608,8.75,,
1162,10.83769608,100,,
1163,10.83769608,10,,
1164,10.83769608,45,,
1165,10.83769608,98.75,,
1166,10.83769608,6.25,,
1167,10.83769608,7.5,,
1168,10.83769608,0,,
1169,10.83769608,5,,
1170,10.83769608,355,,
1171,10.83769608,356.25,,
1172,10.83769608,357.5,,
1173,10.83769608,358.75,,
1174,10.83769608,80,,
1175,10.83769608,77.5,,
1176,10.83769608,347.5,,
1177,10.83769608,78.75,,
1178,10.83769608,76.25,,
1179,10.83769608,275,,
1180,10.83769608,345,,
1181,11.78010464,291.25,,
1182,11.78010464,287.5,,
1183,11.78010464,23.75,,
1184,11.78010464,25,,
1185,11.78010464,26.25,,
1186,11.78010464,27.5,,
1187,11.78010464,290,,
1188,11.78010464,33.75,,
1189,11.78010464,15,,
1190,11.78010464,43.75,,
1191,11.78010464,13.75,,
1192,11.78010464,38.75,,
1193,11.78010464,40,,
1194,11.78010464,123.75,,
1195,11.78010464,125,,
1196,11.78010464,122.5,,
1197,11.78010464,107.5,,
1198,11.78010464,108.75,,
1199,11.78010464,37.5,,
1200,11.78010464,106.25,,
1201,11.78010464,12.5,,
1202,11.78010464,11.25,,
1203,11.78010464,105,,
1204,11.78010464,102.5,,
1205,11.78010464,8.75,,
1206,11.78010464,42.5,,
1207,11.78010464,100,,
1208,11.78010464,10,,
1209,11.78010464,6.25,,
1210,11.78010464,7.5,,
1211,11.78010464,352.5,,
1212,11.78010464,0,,
1213,11.78010464,5,,
1214,11.78010464,353.75,,
1215,11.78010464,357.5,,
1216,11.78010464,358.75,,
1217,11.78010464,3.75,,
1218,11.78010464,80,,
1219,11.78010464,351.25,,
1220,11.78010464,77.5,,
1221,11.78010464,347.5,,
1222,11.78010464,78.75,,
1223,11.78010464,276.25,,
1224,11.78010464,76.25,,
1225,11.78010464,275,,
1226,11.78010464,345,,
1227,11.78010464,75,,
1228,11.78010464,273.75,,
1229,11.78010464,343.75,,
1230,12.7225132,22.5,,
1231,12.7225132,23.75,,
1232,12.7225132,25,,
1233,12.7225132,26.25,,
1234,12.7225132,27.5,,
1235,12.7225132,28.75,,
1236,12.7225132,30,,
1237,12.7225132,31.25,,
1238,12.7225132,32.5,,
1239,12.7225132,33.75,,
1240,12.7225132,43.75,,
1241,12.7225132,13.75,,
1242,12.7225132,38.75,,
1243,12.7225132,40,,
1244,12.7225132,121.25,,
1245,12.7225132,123.75,,
1246,12.7225132,125,,
1247,12.7225132,122.5,,
1248,12.7225132,107.5,,
1249,12.7225132,108.75,,
1250,12.7225132,110,,
1251,12.7225132,37.5,,
1252,12.7225132,106.25,,
1253,12.7225132,11.25,,
1254,12.7225132,105,,
1255,12.7225132,102.5,,
1256,12.7225132,103.75,,
1257,12.7225132,101.25,,
1258,12.7225132,8.75,,
1259,12.7225132,100,,
1260,12.7225132,10,,
1261,12.7225132,45,,
1262,12.7225132,98.75,,
1263,12.7225132,6.25,,
1264,12.7225132,7.5,,
1265,12.7225132,352.5,,
1266,12.7225132,0,,
1267,12.7225132,5,,
1268,12.7225132,353.75,,
1269,12.7225132,355,,
1270,12.7225132,357.5,,
1271,12.7225132,358.75,,
1272,12.7225132,3.75,,
1273,12.7225132,80,,
1274,12.7225132,77.5,,
1275,12.7225132,78.75,,
1276,12.7225132,76.25,,
1277,12.7225132,345,,
1278,12.7225132,75,,
1279,12.7225132,273.75,,
1280,12.7225132,343.75,,
1281,12.7225132,53.75,,
1282,12.7225132,272.5,,
1283,13.66492176,22.5,,
1284,13.66492176,25,,
1285,13.66492176,30,,
1286,13.66492176,32.5,,
1287,13.66492176,33.75,,
1288,13.66492176,35,,
1289,13.66492176,43.75,,
1290,13.66492176,46.25,,
1291,13.66492176,38.75,,
1292,13.66492176,40,,
1293,13.66492176,121.25,,
1294,13.66492176,123.75,,
1295,13.66492176,125,,
1296,13.66492176,122.5,,
1297,13.66492176,107.5,,
1298,13.66492176,108.75,,
1299,13.66492176,102.5,,
1300,13.66492176,103.75,,
1301,13.66492176,101.25,,
1302,13.66492176,8.75,,
1303,13.66492176,100,,
1304,13.66492176,270,,
1305,13.66492176,45,,
1306,13.66492176,98.75,,
1307,13.66492176,6.25,,
1308,13.66492176,7.5,,
1309,13.66492176,0,,
1310,13.66492176,5,,
1311,13.66492176,353.75,,
1312,13.66492176,355,,
1313,13.66492176,357.5,,
1314,13.66492176,358.75,,
1315,13.66492176,2.5,,
1316,13.66492176,80,,
1317,13.66492176,77.5,,
1318,13.66492176,78.75,,
1319,13.66492176,76.25,,
1320,13.66492176,346.25,,
1321,13.66492176,345,,
1322,13.66492176,75,,
1323,13.66492176,273.75,,
1324,13.66492176,343.75,,
1325,13.66492176,272.5,,
1326,13.66492176,268.75,,
1327,13.66492176,271.25,,
1328,14.60732937,32.5,,
1329,14.60732937,33.75,,
1330,14.60732937,47.5,,
1331,14.60732937,43.75,,
1332,14.60732937,48.75,,
1333,14.60732937,50,,
1334,14.60732937,36.25,,
1335,14.60732937,38.75,,
1336,14.60732937,40,,
1337,14.60732937,120,,
1338,14.60732937,121.25,,
1339,14.60732937,122.5,,
1340,14.60732937,107.5,,
1341,14.60732937,108.75,,
1342,14.60732937,37.5,,
1343,14.60732937,106.25,,
1344,14.60732937,105,,
1345,14.60732937,102.5,,
1346,14.60732937,103.75,,
1347,14.60732937,101.25,,
1348,14.60732937,100,,
1349,14.60732937,270,,
1350,14.60732937,45,,
1351,14.60732937,98.75,,
1352,14.60732937,5,,
1353,14.60732937,353.75,,
1354,14.60732937,356.25,,
1355,14.60732937,80,,
1356,14.60732937,348.75,,
1357,14.60732937,77.5,,
1358,14.60732937,78.75,,
1359,14.60732937,76.25,,
1360,14.60732937,75,,
1361,14.60732937,273.75,,
1362,14.60732937,343.75,,
1363,14.60732937,272.5,,
1364,14.60732937,268.75,,
1365,14.60732937,271.25,,
1366,14.60732937,73.75,,
1367,14.60732937,267.5,,
1368,14.60732937,342.5,,
1369,15.54973793,32.5,,
1370,15.54973793,33.75,,
1371,15.54973793,35,,
1372,15.54973793,43.75,,
1373,15.54973793,48.75,,
1374,15.54973793,36.25,,
1375,15.54973793,38.75,,
1376,15.54973793,40,,
1377,15.54973793,120,,
1378,15.54973793,121.25,,
1379,15.54973793,107.5,,
1380,15.54973793,108.75,,
1381,15.54973793,106.25,,
1382,15.54973793,105,,
1383,15.54973793,102.5,,
1384,15.54973793,103.75,,
1385,15.54973793,101.25,,
1386,15.54973793,100,,
1387,15.54973793,270,,
1388,15.54973793,45,,
1389,15.54973793,97.5,,
1390,15.54973793,80,,
1391,15.54973793,77.5,,
1392,15.54973793,78.75,,
1393,15.54973793,276.25,,
1394,15.54973793,76.25,,
1395,15.54973793,346.25,,
1396,15.54973793,75,,
1397,15.54973793,273.75,,
1398,15.54973793,343.75,,
1399,15.54973793,272.5,,
1400,15.54973793,268.75,,
1401,15.54973793,271.25,,
1402,15.54973793,73.75,,
1403,15.54973793,267.5,,
1404,15.54973793,342.5,,
1405,15.54973793,262.5,,
1406,15.54973793,263.75,,
1407,15.54973793,266.25,,
1408,16.49214745,32.5,,
1409,16.49214745,33.75,,
1410,16.49214745,43.75,,
1411,16.49214745,38.75,,
1412,16.49214745,120,,
1413,16.49214745,121.25,,
1414,16.49214745,122.5,,
1415,16.49214745,107.5,,
1416,16.49214745,108.75,,
1417,16.49214745,105,,
1418,16.49214745,102.5,,
1419,16.49214745,103.75,,
1420,16.49214745,101.25,,
1421,16.49214745,42.5,,
1422,16.49214745,100,,
1423,16.49214745,270,,
1424,16.49214745,98.75,,
1425,16.49214745,97.5,,
1426,16.49214745,96.25,,
1427,16.49214745,0,,
1428,16.49214745,95,,
1429,16.49214745,80,,
1430,16.49214745,81.25,,
1431,16.49214745,77.5,,
1432,16.49214745,78.75,,
1433,16.49214745,76.25,,
1434,16.49214745,346.25,,
1435,16.49214745,75,,
1436,16.49214745,273.75,,
1437,16.49214745,343.75,,
1438,16.49214745,73.75,,
1439,16.49214745,267.5,,
1440,16.49214745,262.5,,
1441,16.49214745,263.75,,
1442,16.49214745,266.25,,
1443,16.49214745,82.5,,
1444,16.49214745,260,,
1445,16.49214745,261.25,,
1446,16.49214745,265,,
1447,17.43455505,33.75,,
1448,17.43455505,43.75,,
1449,17.43455505,121.25,,
1450,17.43455505,122.5,,
1451,17.43455505,107.5,,
1452,17.43455505,106.25,,
1453,17.43455505,105,,
1454,17.43455505,102.5,,
1455,17.43455505,103.75,,
1456,17.43455505,101.25,,
1457,17.43455505,42.5,,
1458,17.43455505,100,,
1459,17.43455505,98.75,,
1460,17.43455505,97.5,,
1461,17.43455505,96.25,,
1462,17.43455505,7.5,,
1463,17.43455505,95,,
1464,17.43455505,80,,
1465,17.43455505,81.25,,
1466,17.43455505,77.5,,
1467,17.43455505,78.75,,
1468,17.43455505,76.25,,
1469,17.43455505,75,,
1470,17.43455505,53.75,,
1471,17.43455505,271.25,,
1472,17.43455505,73.75,,
1473,17.43455505,267.5,,
1474,17.43455505,262.5,,
1475,17.43455505,263.75,,
1476,17.43455505,266.25,,
1477,17.43455505,82.5,,
1478,17.43455505,260,,
1479,17.43455505,261.25,,
1480,17.43455505,83.75,,
1481,17.43455505,258.75,,
1482,18.37696266,291.25,,
1483,18.37696266,292.5,,
1484,18.37696266,288.75,,
1485,18.37696266,287.5,,
1486,18.37696266,286.25,,
1487,18.37696266,293.75,,
1488,18.37696266,31.25,,
1489,18.37696266,290,,
1490,18.37696266,33.75,,
1491,18.37696266,282.5,,
1492,18.37696266,285,,
1493,18.37696266,121.25,,
1494,18.37696266,281.25,,
1495,18.37696266,122.5,,
1496,18.37696266,108.75,,
1497,18.37696266,110,,
1498,18.37696266,106.25,,
1499,18.37696266,105,,
1500,18.37696266,102.5,,
1501,18.37696266,103.75,,
1502,18.37696266,101.25,,
1503,18.37696266,42.5,,
1504,18.37696266,100,,
1505,18.37696266,98.75,,
1506,18.37696266,96.25,,
1507,18.37696266,95,,
1508,18.37696266,80,,
1509,18.37696266,81.25,,
1510,18.37696266,77.5,,
1511,18.37696266,78.75,,
1512,18.37696266,76.25,,
1513,18.37696266,75,,
1514,18.37696266,343.75,,
1515,18.37696266,268.75,,
1516,18.37696266,271.25,,
1517,18.37696266,73.75,,
1518,18.37696266,267.5,,
1519,18.37696266,262.5,,
1520,18.37696266,263.75,,
1521,18.37696266,266.25,,
1522,18.37696266,82.5,,
1523,18.37696266,260,,
1524,18.37696266,261.25,,
1525,18.37696266,265,,
1526,18.37696266,83.75,,
1527,18.37696266,72.5,,
1528,18.37696266,85,,
1529,18.37696266,93.75,,
1530,18.37696266,256.25,,
1531,18.37696266,257.5,,
1532,19.31937218,291.25,,
1533,19.31937218,288.75,,
1534,19.31937218,287.5,,
1535,19.31937218,30,,
1536,19.31937218,290,,
1537,19.31937218,108.75,,
1538,19.31937218,110,,
1539,19.31937218,111.25,,
1540,19.31937218,37.5,,
1541,19.31937218,106.25,,
1542,19.31937218,105,,
1543,19.31937218,103.75,,
1544,19.31937218,101.25,,
1545,19.31937218,100,,
1546,19.31937218,98.75,,
1547,19.31937218,97.5,,
1548,19.31937218,96.25,,
1549,19.31937218,95,,
1550,19.31937218,80,,
1551,19.31937218,81.25,,
1552,19.31937218,77.5,,
1553,19.31937218,78.75,,
1554,19.31937218,76.25,,
1555,19.31937218,75,,
1556,19.31937218,268.75,,
1557,19.31937218,73.75,,
1558,19.31937218,262.5,,
1559,19.31937218,263.75,,
1560,19.31937218,82.5,,
1561,19.31937218,260,,
1562,19.31937218,261.25,,
1563,19.31937218,83.75,,
1564,19.31937218,258.75,,
1565,19.31937218,72.5,,
1566,19.31937218,85,,
1567,19.31937218,93.75,,
1568,19.31937218,256.25,,
1569,19.31937218,257.5,,
1570,19.31937218,86.25,,
1571,19.31937218,205,,
1572,19.31937218,255,,
1573,20.26177979,288.75,,
1574,20.26177979,287.5,,
1575,20.26177979,290,,
1576,20.26177979,41.25,,
1577,20.26177979,283.75,,
1578,20.26177979,282.5,,
1579,20.26177979,285,,
1580,20.26177979,110,,
1581,20.26177979,111.25,,
1582,20.26177979,106.25,,
1583,20.26177979,105,,
1584,20.26177979,102.5,,
1585,20.26177979,42.5,,
1586,20.26177979,100,,
1587,20.26177979,270,,
1588,20.26177979,97.5,,
1589,20.26177979,96.25,,
1590,20.26177979,95,,
1591,20.26177979,80,,
1592,20.26177979,81.25,,
1593,20.26177979,77.5,,
1594,20.26177979,78.75,,
1595,20.26177979,76.25,,
1596,20.26177979,75,,
1597,20.26177979,272.5,,
1598,20.26177979,271.25,,
1599,20.26177979,73.75,,
1600,20.26177979,262.5,,
1601,20.26177979,263.75,,
1602,20.26177979,82.5,,
1603,20.26177979,260,,
1604,20.26177979,261.25,,
1605,20.26177979,83.75,,
1606,20.26177979,258.75,,
1607,20.26177979,72.5,,
1608,20.26177979,85,,
1609,20.26177979,93.75,,
1610,20.26177979,256.25,,
1611,20.26177979,257.5,,
1612,20.26177979,86.25,,
1613,20.26177979,255,,
1614,20.26177979,71.25,,
1615,20.26177979,92.5,,
1616,20.26177979,203.75,,
1617,21.2041893,38.75,,
1618,21.2041893,40,,
1619,21.2041893,283.75,,
1620,21.2041893,282.5,,
1621,21.2041893,285,,
1622,21.2041893,107.5,,
1623,21.2041893,108.75,,
1624,21.2041893,110,,
1625,21.2041893,111.25,,
1626,21.2041893,106.25,,
1627,21.2041893,105,,
1628,21.2041893,102.5,,
1629,21.2041893,103.75,,
1630,21.2041893,101.25,,
1631,21.2041893,100,,
1632,21.2041893,270,,
1633,21.2041893,97.5,,
1634,21.2041893,96.25,,
1635,21.2041893,95,,
1636,21.2041893,80,,
1637,21.2041893,81.25,,
1638,21.2041893,77.5,,
1639,21.2041893,78.75,,
1640,21.2041893,76.25,,
1641,21.2041893,75,,
1642,21.2041893,271.25,,
1643,21.2041893,73.75,,
1644,21.2041893,342.5,,
1645,21.2041893,262.5,,
1646,21.2041893,82.5,,
1647,21.2041893,260,,
1648,21.2041893,261.25,,
1649,21.2041893,83.75,,
1650,21.2041893,258.75,,
1651,21.2041893,72.5,,
1652,21.2041893,85,,
1653,21.2041893,93.75,,
1654,21.2041893,256.25,,
1655,21.2041893,257.5,,
1656,21.2041893,86.25,,
1657,21.2041893,255,,
1658,21.2041893,71.25,,
1659,21.2041893,92.5,,
1660,21.2041893,70,,
1661,21.2041893,87.5,,
1662,21.2041893,91.25,,
1663,22.14659691,115,,
1664,22.14659691,38.75,,
1665,22.14659691,120,,
1666,22.14659691,121.25,,
1667,22.14659691,281.25,,
1668,22.14659691,113.75,,
1669,22.14659691,107.5,,
1670,22.14659691,108.75,,
1671,22.14659691,110,,
1672,22.14659691,111.25,,
1673,22.14659691,112.5,,
1674,22.14659691,106.25,,
1675,22.14659691,280,,
1676,22.14659691,105,,
1677,22.14659691,278.75,,
1678,22.14659691,103.75,,
1679,22.14659691,101.25,,
1680,22.14659691,100,,
1681,22.14659691,98.75,,
1682,22.14659691,97.5,,
1683,22.14659691,96.25,,
1684,22.14659691,95,,
1685,22.14659691,80,,
1686,22.14659691,81.25,,
1687,22.14659691,77.5,,
1688,22.14659691,277.5,,
1689,22.14659691,78.75,,
1690,22.14659691,276.25,,
1691,22.14659691,76.25,,
1692,22.14659691,75,,
1693,22.14659691,73.75,,
1694,22.14659691,262.5,,
1695,22.14659691,82.5,,
1696,22.14659691,260,,
1697,22.14659691,261.25,,
1698,22.14659691,83.75,,
1699,22.14659691,258.75,,
1700,22.14659691,72.5,,
1701,22.14659691,85,,
1702,22.14659691,93.75,,
1703,22.14659691,257.5,,
1704,22.14659691,86.25,,
1705,22.14659691,255,,
1706,22.14659691,71.25,,
1707,22.14659691,92.5,,
1708,22.14659691,70,,
1709,22.14659691,87.5,,
1710,22.14659691,91.25,,
1711,22.14659691,58.75,,
1712,22.14659691,60,,
1713,22.14659691,68.75,,
1714,22.14659691,88.75,,
1715,22.14659691,90,,
1716,23.08900452,115,,
1717,23.08900452,116.25,,
1718,23.08900452,38.75,,
1719,23.08900452,120,,
1720,23.08900452,121.25,,
1721,23.08900452,113.75,,
1722,23.08900452,107.5,,
1723,23.08900452,108.75,,
1724,23.08900452,110,,
1725,23.08900452,111.25,,
1726,23.08900452,112.5,,
1727,23.08900452,106.25,,
1728,23.08900452,280,,
1729,23.08900452,105,,
1730,23.08900452,278.75,,
1731,23.08900452,102.5,,
1732,23.08900452,103.75,,
1733,23.08900452,101.25,,
1734,23.08900452,100,,
1735,23.08900452,98.75,,
1736,23.08900452,97.5,,
1737,23.08900452,96.25,,
1738,23.08900452,95,,
1739,23.08900452,80,,
1740,23.08900452,81.25,,
1741,23.08900452,77.5,,
1742,23.08900452,277.5,,
1743,23.08900452,78.75,,
1744,23.08900452,276.25,,
1745,23.08900452,76.25,,
1746,23.08900452,75,,
1747,23.08900452,73.75,,
1748,23.08900452,82.5,,
1749,23.08900452,261.25,,
1750,23.08900452,83.75,,
1751,23.08900452,72.5,,
1752,23.08900452,85,,
1753,23.08900452,93.75,,
1754,23.08900452,257.5,,
1755,23.08900452,86.25,,
1756,23.08900452,71.25,,
1757,23.08900452,92.5,,
1758,23.08900452,70,,
1759,23.08900452,87.5,,
1760,23.08900452,91.25,,
1761,23.08900452,58.75,,
1762,23.08900452,68.75,,
1763,23.08900452,88.75,,
1764,23.08900452,90,,
1765,23.08900452,57.5,,
1766,23.08900452,250,,
1767,23.08900452,253.75,,
1768,24.03141403,117.5,,
1769,24.03141403,115,,
1770,24.03141403,116.25,,
1771,24.03141403,32.5,,
1772,24.03141403,47.5,,
1773,24.03141403,38.75,,
1774,24.03141403,40,,
1775,24.03141403,118.75,,
1776,24.03141403,120,,
1777,24.03141403,121.25,,
1778,24.03141403,113.75,,
1779,24.03141403,107.5,,
1780,24.03141403,108.75,,
1781,24.03141403,110,,
1782,24.03141403,111.25,,
1783,24.03141403,112.5,,
1784,24.03141403,37.5,,
1785,24.03141403,106.25,,
1786,24.03141403,105,,
1787,24.03141403,102.5,,
1788,24.03141403,103.75,,
1789,24.03141403,101.25,,
1790,24.03141403,100,,
1791,24.03141403,98.75,,
1792,24.03141403,97.5,,
1793,24.03141403,96.25,,
1794,24.03141403,95,,
1795,24.03141403,80,,
1796,24.03141403,81.25,,
1797,24.03141403,77.5,,
1798,24.03141403,78.75,,
1799,24.03141403,76.25,,
1800,24.03141403,75,,
1801,24.03141403,53.75,,
1802,24.03141403,73.75,,
1803,24.03141403,82.5,,
1804,24.03141403,261.25,,
1805,24.03141403,83.75,,
1806,24.03141403,72.5,,
1807,24.03141403,85,,
1808,24.03141403,93.75,,
1809,24.03141403,256.25,,
1810,24.03141403,86.25,,
1811,24.03141403,255,,
1812,24.03141403,71.25,,
1813,24.03141403,92.5,,
1814,24.03141403,87.5,,
1815,24.03141403,91.25,,
1816,24.03141403,58.75,,
1817,24.03141403,68.75,,
1818,24.03141403,88.75,,
1819,24.03141403,90,,
1820,24.03141403,57.5,,
1821,24.03141403,250,,
1822,24.03141403,55,,
1823,24.03141403,56.25,,
1824,24.03141403,67.5,,
1825,24.03141403,252.5,,
1826,24.97382164,117.5,,
1827,24.97382164,115,,
1828,24.97382164,116.25,,
1829,24.97382164,32.5,,
1830,24.97382164,47.5,,
1831,24.97382164,46.25,,
1832,24.97382164,50,,
1833,24.97382164,40,,
1834,24.97382164,118.75,,
1835,24.97382164,120,,
1836,24.97382164,121.25,,
1837,24.97382164,113.75,,
1838,24.97382164,107.5,,
1839,24.97382164,108.75,,
1840,24.97382164,110,,
1841,24.97382164,111.25,,
1842,24.97382164,112.5,,
1843,24.97382164,106.25,,
1844,24.97382164,105,,
1845,24.97382164,102.5,,
1846,24.97382164,103.75,,
1847,24.97382164,101.25,,
1848,24.97382164,100,,
1849,24.97382164,98.75,,
1850,24.97382164,97.5,,
1851,24.97382164,96.25,,
1852,24.97382164,95,,
1853,24.97382164,80,,
1854,24.97382164,81.25,,
1855,24.97382164,77.5,,
1856,24.97382164,78.75,,
1857,24.97382164,76.25,,
1858,24.97382164,75,,
1859,24.97382164,53.75,,
1860,24.97382164,73.75,,
1861,24.97382164,82.5,,
1862,24.97382164,260,,
1863,24.97382164,83.75,,
1864,24.97382164,258.75,,
1865,24.97382164,72.5,,
1866,24.97382164,85,,
1867,24.97382164,93.75,,
1868,24.97382164,86.25,,
1869,24.97382164,71.25,,
1870,24.97382164,92.5,,
1871,24.97382164,70,,
1872,24.97382164,87.5,,
1873,24.97382164,91.25,,
1874,24.97382164,60,,
1875,24.97382164,68.75,,
1876,24.97382164,88.75,,
1877,24.97382164,90,,
1878,24.97382164,55,,
1879,24.97382164,56.25,,
1880,24.97382164,67.5,,
1881,24.97382164,252.5,,
1882,24.97382164,51.25,,
1883,24.97382164,61.25,,
1884,24.97382164,63.75,,
1885,24.97382164,65,,
1886,24.97382164,66.25,,
1887,24.97382164,251.25,,
1888,25.91623116,117.5,,
1889,25.91623116,115,,
1890,25.91623116,116.25,,
1891,25.91623116,31.25,,
1892,25.91623116,32.5,,
1893,25.91623116,43.75,,
1894,25.91623116,50,,
1895,25.91623116,36.25,,
1896,25.91623116,118.75,,
1897,25.91623116,120,,
1898,25.91623116,113.75,,
1899,25.91623116,107.5,,
1900,25.91623116,108.75,,
1901,25.91623116,110,,
1902,25.91623116,111.25,,
1903,25.91623116,112.5,,
1904,25.91623116,106.25,,
1905,25.91623116,280,,
1906,25.91623116,105,,
1907,25.91623116,278.75,,
1908,25.91623116,102.5,,
1909,25.91623116,103.75,,
1910,25.91623116,101.25,,
1911,25.91623116,100,,
1912,25.91623116,45,,
1913,25.91623116,98.75,,
1914,25.91623116,95,,
1915,25.91623116,80,,
1916,25.91623116,81.25,,
1917,25.91623116,77.5,,
1918,25.91623116,78.75,,
1919,25.91623116,76.25,,
1920,25.91623116,75,,
1921,25.91623116,73.75,,
1922,25.91623116,262.5,,
1923,25.91623116,82.5,,
1924,25.91623116,260,,
1925,25.91623116,261.25,,
1926,25.91623116,83.75,,
1927,25.91623116,258.75,,
1928,25.91623116,72.5,,
1929,25.91623116,85,,
1930,25.91623116,93.75,,
1931,25.91623116,256.25,,
1932,25.91623116,86.25,,
1933,25.91623116,71.25,,
1934,25.91623116,92.5,,
1935,25.91623116,70,,
1936,25.91623116,87.5,,
1937,25.91623116,91.25,,
1938,25.91623116,68.75,,
1939,25.91623116,88.75,,
1940,25.91623116,90,,
1941,25.91623116,57.5,,
1942,25.91623116,67.5,,
1943,25.91623116,51.25,,
1944,25.91623116,251.25,,
